06/17/13,11:16:59PM,40.00,JULY SPOT 8200
06/17/13,9:18:32PM,40.00,JULY SPOT 8200
06/17/13,6:14:20AM,400.00,JULY SPOT 8200
06/17/13,6:46:36PM,400.00,JULY SPOT 8200
06/17/13,10:44:22PM,40.00,JULY SPOT 8200
06/17/13,1:43:03PM,400.00,JULY SPOT 8200
06/17/13,3:16:21PM,400.00,JULY SPOT 8200
06/17/13,11:45:56PM,40.00,JULY SPOT 8200
06/17/13,9:57:19AM,400.00,JULY SPOT 8200
06/17/13,6:44:07AM,400.00,JULY SPOT 8200
06/17/13,8:49:14PM,40.00,JULY SPOT 8200
06/18/13,11:48:02AM,400.00,JULY SPOT 8200
06/18/13,9:14:57AM,400.00,JULY SPOT 8200
06/18/13,3:46:03PM,400.00,JULY SPOT 8200
06/18/13,12:47:18PM,400.00,JULY SPOT 8200
06/18/13,10:47:18AM,400.00,JULY SPOT 8200
06/18/13,2:20:59PM,400.00,JULY SPOT 8200
06/19/13,10:15:34PM,40.00,JULY SPOT 8200
06/19/13,8:47:46PM,40.00,JULY SPOT 8200
06/19/13,7:48:34PM,40.00,JULY SPOT 8200
06/19/13,11:46:28PM,40.00,JULY SPOT 8200
06/19/13,11:14:20PM,40.00,JULY SPOT 8200
06/21/13,9:53:12PM,40.00,JULY SPOT 8200
06/21/13,11:20:52PM,40.00,JULY SPOT 8200
06/21/13,10:25:14PM,40.00,JULY SPOT 8200
06/21/13,8:18:25PM,40.00,JULY SPOT 8200
06/21/13,7:44:32PM,40.00,JULY SPOT 8200
06/23/13,7:43:24PM,40.00,JULY SPOT 8200
06/23/13,10:52:48PM,40.00,JULY SPOT 8200
06/23/13,8:21:52PM,40.00,JULY SPOT 8200
06/23/13,9:51:51PM,40.00,JULY SPOT 8200
06/23/13,11:23:01PM,40.00,JULY SPOT 8200
