5/20/2013,09:27:14A,175.00,2NDS2588H
5/20/2013,09:53:23A,175.00,RJSDSLF2588H
5/20/2013,11:24:03A,150.00,ANNTKNDS2588H
5/20/2013,11:41:40A,150.00,2NDS2588H
5/20/2013,12:17:26P,175.00,RJSDSLF2588H
5/20/2013,12:47:05P,175.00,ANNTKNDS2588H
5/20/2013,11:09:36P,150.00,RJSBKW2588H
5/20/2013,12:14:44A,20.00,RJSBKW2588H
5/20/2013,01:21:49A,20.00,RJSIMPROVE2588H
5/20/2013,01:58:40A,20.00,2NDS2588H
5/20/2013,02:15:13A,20.00,RJSBKW2588H
5/20/2013,02:58:46A,20.00,RJSIMPROVE2588H
5/20/2013,03:26:01A,20.00,2NDS2588H
5/20/2013,04:29:20A,20.00,RJSBKW2588H
5/21/2013,09:36:42A,175.00,2NDS2588H
5/21/2013,09:53:50A,175.00,RJSDSLF2588H
5/21/2013,11:31:54A,150.00,ANNTKNDS2588H
5/21/2013,11:53:06A,150.00,2NDS2588H
5/21/2013,12:28:39P,175.00,RJSDSLF2588H
5/21/2013,12:55:40P,175.00,ANNTKNDS2588H
5/21/2013,11:08:59P,150.00,RJSIMPROVE2588H
5/21/2013,11:28:48P,150.00,RJSBKW2588H
5/21/2013,12:13:46A,20.00,RJSIMPROVE2588H
5/21/2013,12:53:30A,20.00,2NDS2588H
5/21/2013,01:21:07A,20.00,RJSBKW2588H
5/21/2013,01:56:31A,20.00,RJSIMPROVE2588H
5/21/2013,02:14:19A,20.00,2NDS2588H
5/21/2013,03:25:51A,20.00,RJSBKW2588H
5/21/2013,05:28:50A,20.00,RJSIMPROVE2588H
5/22/2013,09:29:09A,175.00,2NDS2588H
5/22/2013,09:52:39A,175.00,RJSDSLF2588H
5/22/2013,11:26:48A,150.00,ANNTKNDS2588H
5/22/2013,11:43:17A,150.00,2NDS2588H
5/22/2013,12:29:00P,175.00,RJSDSLF2588H
5/22/2013,12:54:42P,175.00,ANNTKNDS2588H
5/22/2013,11:28:19P,150.00,RJSIMPROVE2588H
5/22/2013,12:27:44A,20.00,2NDS2588H
5/22/2013,01:12:04A,20.00,RJSBKW2588H
5/22/2013,01:29:46A,20.00,RJSIMPROVE2588H
5/22/2013,02:08:35A,20.00,2NDS2588H
5/22/2013,02:58:50A,20.00,RJSBKW2588H
5/22/2013,03:25:40A,20.00,RJSIMPROVE2588H
5/25/2013,01:15:12P,0.00,2NDS2588H
5/25/2013,01:58:31P,0.00,RJSDSLF2588H
5/26/2013,02:47:08P,0.00,ANNTKNDS2588H
